Date,Close/Last,Open,High,Low
09/01/2021,15309.38,15308.98,15379.50,15302.11
08/31/2021,15259.24,15262.88,15278.96,15202.67
08/30/2021,15265.89,15165.94,15288.08,15165.12
08/27/2021,15129.50,14969.77,15144.48,14966.52
08/26/2021,14945.81,15025.17,15059.63,14939.56
08/25/2021,15041.86,15039.03,15059.43,15011.58
08/24/2021,15019.80,14978.14,15034.89,14965.54
08/23/2021,14942.65,14776.98,14963.47,14776.98
08/20/2021,14714.66,14571.53,14722.16,14571.53
08/19/2021,14541.79,14423.16,14610.76,14423.16
08/18/2021,14525.91,14636.24,14697.25,14516.30
08/17/2021,14656.18,14670.56,14716.95,14550.88
08/16/2021,14793.76,14771.53,14794.68,14610.02
08/13/2021,14822.90,14825.07,14850.61,14797.22
08/12/2021,14816.26,14751.36,14824.31,14698.94
08/11/2021,14765.14,14834.38,14842.50,14692.41
08/10/2021,14788.09,14887.74,14894.61,14754.48
08/09/2021,14860.18,14855.76,14883.81,14802.69
08/06/2021,14835.76,14864.22,14890.18,14788.59
08/05/2021,14895.12,14794.08,14896.47,14776.03
08/04/2021,14780.53,14747.21,14812.37,14734.12
08/03/2021,14761.29,14713.99,14762.60,14584.09
08/02/2021,14681.07,14672.68,14770.41,14665.67
07/30/2021,14672.68,14615.85,14728.78,14615.85
07/29/2021,14778.26,14771.17,14833.74,14761.38
07/28/2021,14762.58,14783.54,14798.88,14645.63
07/27/2021,14660.58,14807.95,14811.08,14503.76
07/26/2021,14840.71,14821.03,14863.65,14790.49
07/23/2021,14836.99,14753.06,14846.06,14698.77
07/22/2021,14684.60,14652.72,14694.19,14617.87
07/21/2021,14631.95,14508.75,14633.14,14498.65
07/20/2021,14498.88,14330.46,14555.75,14271.23
07/19/2021,14274.98,14235.98,14313.60,14178.66
07/16/2021,14427.24,14597.51,14623.02,14413.32
07/15/2021,14543.13,14635.78,14650.37,14451.80
07/14/2021,14644.95,14780.90,14790.55,14632.95
07/13/2021,14677.65,14715.13,14803.68,14660.19
07/12/2021,14733.24,14743.86,14761.08,14672.63
07/09/2021,14701.92,14661.42,14710.20,14552.26
07/08/2021,14559.78,14409.20,14610.06,14371.59
07/07/2021,14665.06,14753.41,14755.33,14580.79
07/06/2021,14663.64,14661.55,14687.00,14529.80
07/02/2021,14639.33,14582.98,14649.11,14555.34
07/01/2021,14522.38,14493.69,14533.55,14439.40
06/30/2021,14503.95,14509.85,14526.81,14478.06
06/29/2021,14528.33,14509.19,14535.97,14471.38
06/28/2021,14500.51,14417.81,14505.19,14417.20
06/25/2021,14360.39,14400.81,14409.08,14337.65
06/24/2021,14369.71,14357.27,14414.46,14333.70
06/23/2021,14271.73,14263.38,14317.66,14246.30
06/22/2021,14253.27,14138.29,14269.77,14121.00
06/21/2021,14141.48,14047.42,14150.78,13960.04
06/18/2021,14030.38,14096.93,14129.22,14009.04
06/17/2021,14161.35,13999.13,14196.21,13998.93
06/16/2021,14039.68,14085.55,14129.69,13903.73
06/15/2021,14072.86,14166.64,14171.02,14052.16
06/14/2021,14174.14,14083.47,14175.45,14056.67
06/11/2021,14069.42,14030.85,14069.42,14006.59
06/10/2021,14020.33,13933.88,14031.19,13904.40
06/09/2021,13911.75,13980.23,14003.50,13906.45
06/08/2021,13924.91,13946.32,13981.72,13831.98
06/07/2021,13881.72,13802.82,13889.11,13784.89
06/04/2021,13814.49,13697.25,13826.82,13692.01
06/03/2021,13614.51,13655.75,13684.13,13548.93
06/02/2021,13756.33,13743.24,13775.89,13689.74
06/01/2021,13736.48,13829.06,13836.17,13678.77
05/28/2021,13748.74,13792.05,13820.87,13747.61
05/27/2021,13736.28,13742.58,13776.52,13701.63
05/26/2021,13738.00,13693.94,13750.16,13679.59
05/25/2021,13657.17,13721.54,13751.14,13631.80
05/24/2021,13661.17,13661.17,13708.85,13551.01
05/21/2021,13470.99,13616.19,13616.58,13463.26
05/20/2021,13535.74,13356.63,13563.52,13355.71
05/19/2021,13299.74,13078.19,13304.61,13072.23
05/18/2021,13303.64,13416.90,13485.34,13299.93
05/17/2021,13379.05,13368.80,13399.17,13265.40
05/14/2021,13379.05,13255.65,13460.88,13242.97
05/13/2021,13124.99,13150.94,13247.87,13007.24
05/12/2021,13031.68,13215.49,13288.61,13002.54
05/11/2021,13389.43,13363.99,13423.31,13107.67
05/10/2021,13401.86,13687.59,13687.93,13401.74
05/07/2021,13752.24,13723.09,13828.62,13690.75
05/06/2021,13632.84,13557.83,13635.73,13439.39
05/05/2021,13582.42,13731.13,13753.05,13553.93
05/04/2021,13633.50,13774.51,13795.57,13485.59
05/03/2021,13895.12,14031.77,14042.12,13881.51
04/30/2021,13962.68,13970.73,14084.76,13941.63
04/29/2021,14082.55,14204.51,14211.57,13952.80
04/28/2021,14051.03,14082.78,14133.65,14034.70
04/27/2021,14090.22,14170.91,14171.24,14064.28
04/26/2021,14138.78,14052.38,14154.03,14019.50
04/23/2021,14016.81,13861.37,14062.74,13856.83
04/22/2021,13818.41,13952.57,14015.87,13771.04
04/21/2021,13950.22,13745.77,13951.35,13706.86
04/20/2021,13786.27,13894.46,13927.67,13698.67
04/19/2021,13914.77,13984.58,14041.79,13842.57
04/16/2021,14052.34,14059.11,14062.50,13977.05
04/15/2021,14038.76,13983.23,14049.13,13970.42
04/14/2021,13857.84,14005.27,14033.63,13839.04
04/13/2021,13996.10,13902.45,14011.51,13902.45
04/12/2021,13850.00,13854.44,13877.00,13783.95
04/09/2021,13900.19,13787.01,13905.41,13748.35
04/08/2021,13829.31,13796.89,13830.14,13758.71
04/07/2021,13688.84,13675.30,13733.03,13653.59
04/06/2021,13698.38,13681.67,13776.71,13674.28
04/05/2021,13705.59,13594.90,13720.58,13582.76
04/01/2021,13480.11,13414.32,13487.08,13404.18
03/31/2021,13246.87,13122.57,13325.54,13118.38
03/30/2021,13045.39,13008.80,13075.75,12922.57
03/29/2021,13059.65,13103.97,13143.41,12968.16
03/26/2021,13138.72,12996.03,13149.55,12878.72
03/25/2021,12977.68,12844.58,13021.86,12786.81
03/24/2021,12961.89,13289.24,13292.92,12961.35
03/23/2021,13227.70,13381.43,13405.14,13202.43
03/22/2021,13377.54,13278.78,13455.64,13278.78
03/19/2021,13215.24,13119.90,13252.37,13039.45
03/18/2021,13116.17,13349.20,13384.46,13101.92
03/17/2021,13525.20,13336.91,13595.00,13272.69
03/16/2021,13471.57,13523.17,13620.71,13397.08
03/15/2021,13459.71,13323.47,13460.35,13272.50
03/12/2021,13319.86,13222.81,13324.69,13158.72
03/11/2021,13398.67,13273.31,13433.62,13246.33
03/10/2021,13068.83,13234.73,13277.11,13035.44
03/09/2021,13073.82,12923.07,13151.54,12882.49
03/08/2021,12609.16,12904.26,13001.00,12599.23
03/05/2021,12920.15,12860.04,12941.21,12397.05
03/04/2021,12723.47,12953.99,13068.71,12553.96
03/03/2021,12997.75,13336.25,13372.52,12995.07
03/02/2021,13358.79,13599.45,13601.33,13352.00
03/01/2021,13588.83,13406.16,13596.59,13362.66
02/26/2021,13192.35,13192.35,13368.06,13024.53
02/25/2021,13119.43,13512.64,13602.86,13066.38
02/24/2021,13597.97,13400.25,13607.36,13286.59
02/23/2021,13465.20,13262.61,13526.09,13003.98
02/22/2021,13533.05,13714.20,13757.06,13530.96
02/19/2021,13874.46,13929.20,13985.58,13842.60
02/18/2021,13865.36,13814.67,13905.96,13714.35
02/17/2021,13965.49,13911.65,13976.43,13804.26
02/16/2021,14047.50,14152.21,14175.11,13995.45
02/12/2021,14095.47,13979.21,14102.04,13937.71
02/11/2021,14025.77,14045.21,14058.91,13916.85
02/10/2021,13972.53,14093.35,14109.12,13845.47
02/09/2021,14007.70,13966.81,14044.95,13966.55
02/08/2021,13987.64,13937.06,13987.74,13894.15
02/05/2021,13856.30,13824.88,13878.16,13761.66
02/04/2021,13777.74,13674.06,13778.42,13631.62
02/03/2021,13610.54,13718.31,13723.83,13585.34
02/02/2021,13612.78,13543.10,13652.69,13535.86
02/01/2021,13403.39,13226.18,13431.46,13132.47
01/29/2021,13070.69,13284.72,13322.00,12985.05
01/28/2021,13337.16,13323.29,13507.64,13316.52
01/27/2021,13270.60,13486.58,13538.42,13192.91
01/26/2021,13626.06,13681.72,13702.69,13603.19
01/25/2021,13635.99,13681.21,13728.98,13368.68
01/22/2021,13543.06,13474.81,13567.14,13463.66
01/21/2021,13530.91,13521.48,13560.35,13454.07
01/20/2021,13457.25,13342.55,13486.13,13329.77
01/19/2021,13197.18,13132.73,13206.86,13078.70
01/15/2021,12998.50,13099.90,13139.83,12949.76
01/14/2021,13112.64,13174.75,13220.16,13098.41
01/13/2021,13128.95,13088.01,13171.15,13051.06
01/12/2021,13072.43,13062.06,13105.04,12963.92
01/11/2021,13036.43,13048.78,13138.27,12999.51
01/08/2021,13201.98,13160.22,13208.09,13036.55
01/07/2021,13067.48,12867.34,13090.91,12867.34
01/06/2021,12740.79,12666.15,12909.63,12649.99
01/05/2021,12818.96,12665.65,12828.27,12665.65
01/04/2021,12698.45,12958.52,12958.72,12543.24
12/31/2020,12888.28,12877.09,12902.07,12821.23
12/30/2020,12870.00,12906.51,12924.93,12857.76
12/29/2020,12850.22,12965.39,12973.33,12821.96
12/28/2020,12899.42,12914.64,12930.89,12827.45
12/24/2020,12804.73,12791.54,12833.55,12767.64
12/23/2020,12771.11,12834.94,12841.92,12758.67
12/22/2020,12807.92,12785.22,12840.57,12695.31
12/21/2020,12742.52,12596.14,12751.27,12525.22
12/18/2020,12755.64,12804.93,12809.60,12654.60
12/17/2020,12764.75,12730.78,12765.25,12696.35
12/16/2020,12658.19,12611.04,12687.32,12566.38
12/15/2020,12595.06,12543.26,12596.13,12465.42
12/14/2020,12440.04,12447.44,12543.00,12432.71
12/11/2020,12377.87,12336.79,12383.50,12246.77
12/10/2020,12405.81,12247.55,12431.56,12214.74
12/09/2020,12338.95,12591.69,12607.14,12290.78
12/08/2020,12582.77,12503.17,12594.54,12453.21
12/07/2020,12519.95,12461.00,12536.23,12460.55
12/04/2020,12464.23,12399.32,12464.23,12376.44
12/03/2020,12377.18,12369.26,12439.02,12356.99
12/02/2020,12349.37,12285.75,12360.06,12217.35
12/01/2020,12355.11,12313.36,12405.79,12263.93
11/30/2020,12198.74,12224.25,12244.65,12027.16
11/27/2020,12205.85,12159.18,12236.23,12154.57
11/25/2020,12094.40,12069.34,12114.77,12020.95
11/24/2020,12037.33,11939.33,12049.88,11863.45
11/23/2020,11881.17,11916.76,11949.33,11796.53
11/20/2020,11854.97,11892.70,11935.47,11852.51
11/19/2020,11904.71,11779.04,11912.63,11760.98
11/18/2020,11801.60,11896.06,11942.49,11799.96
11/17/2020,11899.34,11913.35,11950.18,11852.41
11/16/2020,11924.13,11847.11,11937.72,11814.89
11/13/2020,11829.29,11794.94,11849.79,11715.52
11/12/2020,11709.59,11802.50,11847.84,11666.37
11/11/2020,11786.43,11656.65,11793.57,11638.90
11/10/2020,11553.86,11622.44,11665.87,11424.61
11/09/2020,11713.78,12046.66,12108.07,11703.49
11/06/2020,11895.23,11869.90,11920.54,11737.13
11/05/2020,11890.93,11816.33,11924.28,11784.15
11/04/2020,11590.78,11443.77,11663.31,11394.21
11/03/2020,11160.57,11038.66,11213.92,11004.84
11/02/2020,10957.61,11010.45,11071.08,10830.95
10/30/2020,10911.59,11103.47,11129.81,10822.57
10/29/2020,11185.59,11064.47,11287.63,11030.19
10/28/2020,11004.87,11230.90,11249.95,10999.07
10/27/2020,11431.35,11409.34,11465.06,11361.86
10/26/2020,11358.94,11440.64,11545.63,11221.06
10/23/2020,11548.28,11536.00,11548.85,11434.86
10/22/2020,11506.01,11526.97,11548.77,11369.29
10/21/2020,11484.69,11530.39,11613.79,11476.08
10/20/2020,11516.49,11609.56,11632.89,11471.23
10/19/2020,11478.88,11732.34,11778.11,11454.57
